S:NO,Comment
2227,most people are doing a mistake is not deep frying one day i have tried in kadai with less oil but it was fail
2228,Background music doesn&#39;t fit for this video😝
2229,Wow
2230,"Tried it once, loved it. Watching it again to make again today"
2231,Tq so much for this recipe it&#39;s came out well.I made today my family love these especially my mom like  this very much and appreciate me.......after that came here to comment 💙😍
2232,"Tried this recipe today, taste and everything was fine but didn’t get the puffed crispy layer of coating like kfc 😢 not recommended for kfc, you can eat it like fried chicken"
2233,I need KFC now on tamkeen alkobh
2234,You&#39;re the best❤️🙏
2235,"I was surprised at the end when i heard that &quot;Ummmm, Oneeekkk Mojaaaa&quot;! 😁😁<br> I wasn’t expecting that. Darun recipe!! 💞"
2236,Sir we can use the chicken with out skin
2237,God bless you for this video 🤣....I enjoyed my fried chicken
2238,Superb<br>Thanks
2239,Coming from ankita stream😂😂😂😂
2240,This best chicken crunchy thank you so much
2241,In my case the chicken doesn’t melted after frying for 15 minutes 😢 so next time I will pressure cooker it then try this recipe ❤️
2242,My brother says to my mom - mummy kurkere wala chicken banao na
2243,All purpose Powder means
2244,Yummy 😋
2245,Looks easy . Let&#39;s make it and then taste it 😋
2246,"Dont fry more than 2-3 minutes, i burnt them after frying for 8 minutes"
2247,"I also tried this recipe n turned delicious.. However, the chicken legs remained  little uncooked inside.. Dnt know y?"
2248,Tried but didn&#39;t work 😐
2249,Verry good🇸🇦🇲🇨✅👍
2250,I&#39;ll try to make it. Looks so delicious 😋😋
2251,Very good video 🏵️🏵️🏵️🏵️🌸🌸🌸🌸🍛🍛🍜🍜🍝🍝🍹👍👌👌👌👌👌👌👌👌💐
2252,Wow 😳. Looking yummy 😍 chicken 😋
2253,It&#39;s really good<br>I tried it with my whole family <br>Everybody likes it
2254,Wow looking so delicious 😋🤤😋
2255,Bro i think the real recipe is flour powder
2256,👌👌
2257,I make this and order kfc i can&#39;t belive it&#39;s same in taste
2258,Naku eee video kavali please 👍👍👍
2259,Maida or Atta?
2260,Nice Recipe for kids. Please advice the brand of the seasoning power.
2261,yummy
2262,Never watched this video when you are hungry. and your mum has lock the kitchen with a stack of KFC inside the kitchen
2263,Never watch this video when you&#39;re hungry
2264,I made this recipe today... It was flop for me... Time energy wasted
2265,Soooo 👍.  I made it and everyone loved it
2266,Jordan kfcy
2267,I love kfc and i tried for the first time trust me it was just awesome  I loved it thank you🌹❤❤❤
2268,I have tried it but why my cotting is not crispy
2269,"Thats the most beautiful Pan, i&#39;d ever seen."
2270,I was awed after hearing অনেক মজা🤣।
2271,for me this is not the right way of making kfc .. actually kfc need lots of another herbs . we want the flavour .  i still remember the kfc in 1970&#39;s the aroma is fulls of all kinds of herbs n spices  .   but not this receipe ..
2272,its work + its very tasty
2273,Thanks
2274,I try this recipe yummy 🤤
2275,Thanks
2276,Guys i swear ive made this once and i havent made my fried chicken in any way different - THIS IS IT!!
2277,Lovely
2278,What is the all purpose flour
2279,fake
2280,Today we have tried this recipe it is simple and awesome and everyone loved it Thanks
2281,What is all purpose flour means
2282,I tried this recipe today.<br>The chicken was too tender and yummy.<br>It&#39;s the easiest recipe 😋<br>I really like it. Thumbs up 👍👍
2283,By seeing this video my recipe was just opposite of my expectation 😭😭
2284,Just made it!!! Delicious!!! Thank you for the recipe! So freaking crunchy 🤩
2285,No milk used?
2286,Very unique Recipe we have literally watched fully and u showed step by step and u r recipe is brilliant 👏 excellent work dear Inovative cooking great presentation and magical hands ✋
2287,GOD BLESS YOU.
2288,"Generaly, very easy recipe and it worked very well. I still had some trouble in cooking thorough the drum stick, still showed some signs of uncooked, parts of it anyway, although very crisp on the outside."
2289,I am just watched it so I can get hungry and go to home eat my rice
2290,Why? Water??!! 🤔
2291,"I tried this today, it turned out quite well 😊"
2292,Onek moja 😂
2293,Owsome
2294,"Video start <a href=""https://www.youtube.com/watch?v=3CVDrAkhDmI&amp;t=0m41s"">0:41</a> save your time"
2295,What a load of noise
2296,What is All purpose flour?<br>What flour is used
2297,Corn flour what if i dont have
2298,Wch type of chicken do we use for kfc broiller or croiller
2299,Omg it had been years since i ate some i tried it and it was amazing
2300,"Dipping it in water ? I wonder ,won&#39;t that remove the marinade ?"
2301,Hello!! Thank you very much
2302,What&#39;s the Sound @ last?😀😂💥
2303,What is this all purpose flour can anyone please tell
2304,I dipped into water all the flavour came off
2305,🤩❤️
2306,"I did&#39;nt add chicken, but it was good , same taste as kfc and same as you made. delicious..."
2307,Koi bts skta hy atta knca use hua hy
2308,Imran Umar YouTube channel
2309,Zaberdast cooking good 👍
2310,very nice
2311,Followed engrediants and did not get flaky crust....sham
2312,Are the chicken thighs cooked/fried upto the innermost portion as l usually found some redness of raw chicken just near the bony part even if l fried the chicken thighs for enough time at right temperature..😭
2313,Very good excellent
2314,I hate ketchup
2315,With skin chicken mandate or what
2316,Great video 🥰🥰🥰🥰🥰
2317,I have seen manier recipies of kfc chicken ..but this seems to be the best one.
2318,Hasta mañana cuídate mucho 😘😘😘😘😘😘 y dime algo por favor
2319,a7yen810jrjt
2320,"The technique of dipping into water, then re-coating works a treat!! 🤘🏽🤘🏽"
2321,No cringe into 100 tiffin box into 100
2322,I tried this recipe...I highly recommend this recipe to everyone who are searching for it.I hope everyone to try the recipe atleast for 1 time.
2323,I don&#39;t have garlic powder can I use anything else? Plz rply
2324,Tried it today it was sooo good.thanks for the recipe
2325,Before making it I recommend adding meat tenerizer and letting it sit for a night before making it trust me it will turn the chicken so much more softer and tender!😋
2326,गेहू का आटा चलेगा क्या
2327,What is the name of the flour please...
2328,Coating was removed while frying.. any suggestions for good coating
2329,your efforts shows you will progress youtube channel .... i appreciate your struggle.
2330,Not good.
2331,look delicouse
2332,Wooooow👍💕
2333,2 tips <br>Cover the frying pot to avail higher temperature<br><br>Let the coated chicken rest for 5 minutes
2334,"soooooo yumiiiii hmmmmmm,,"
2335,Delicious dish <br>My whole family loved it 🤤🤤
2336,Wow delicious 😋
2337,Apne maida bhi dala hai kya pls btao
2338,Maida dalna hai ya  Aata 🙄????
2339,Wah ymmy
2340,It looks so good
2341,All purpose flour means ? Can you anyone pls tell me in Tamil
2342,It&#39;s nice when people wash the meat before adding seasoning  <br>Making shore the meat has no blood  <br>That&#39;s why I don&#39;t eat anywhere <br>Because  people  don&#39;t wash there meats .
2343,At least u are telling us the ingredients I saw another video they didn&#39;t even tell us what they were mixing lol let me try this one
2344,If l don&#39;t have soya sauce wat can l use
2345,"I made it, ended up very delicious.<br>Super easy menu for Fantastic results."
2346,All purpose flour means?
2347,What is all purpose flour?
2348,Does chicken have to boil?
2349,I tried this and trust me the outer coating after frying the chicken wasn&#39;t the same. I did not liked it. Taste was ok not too good neither too bad
2350,😋 😋 😋 😋 😋
2351,how can someone marinate chicken for straight 2 hours?
2352,Can we make it without skin
2353,Didn&#39;t work
2354,Wow this recipe is great I tried it on my home and it was deli3
2355,Can I boil the chicken first?
2356,Music super
2357,I just ordered from KFC.. It&#39;s yummy
2358,Ok
2359,I Tried It By Looking At Your Video On April 2021. It Did Not Come As A Real KFC Chicken. It Came As A Normal Chicken Fry.
2360,"I just ate Kentucky the Singapore quality is so bad that I have to mak t myself, I felt it was pressure stem bfore fry"
2361,To take it in Water??? I never see it
2362,Tried this was great!
2363,That dip in water tho
2364,"the cooking method is not correct, kfc uses pressure cookers with oil for proper cooking, frying it just like that, the meat around the bone remains raw, even bacteria inside the bone are not eliminated, before eating, put the chicken inside a microwave 1 minute at maximum, to guarantee a correct elimination of bacteria inside the bone and around it."
2365,Instead of water can we dip in egg
2366,What instant noodle mix should I use??
2367,Not working
2368,"It works, i made it, tastes decent, instead of noodle masala use kebab powder and instead of soya sauce use lemon to be more pocket friendly."
2369,I want to eat KFC style chicken
2370,Disgusting
2371,Instant noodles masala I don&#39;t get it
2372,Osama tasty food I am loving it tooooooo
2373,This song☺️
2374,Can I use rice flour instead of all-purpose flour?
2375,It&#39;s a real recipe
2376,Maxinfinite când postează  episoade noi
2377,I tried this.... Thanks a lot ... ❤️
2378,Chicken ko pani me dip karnese better egg me dip karo tho taste aur b accha aayega
2379,Ingredients:<br>Chicken <br>Maida all purpose flour 1.5 cup <br>Corn flour 1/4 cup<br>Ketchup <br>Soya sauce <br>Ginger garlic paste <br>Pepper <br>Masala powder <br>Chili 🌶 powder <br>Turmeric <br>Salt
2380,👍🏻
2381,Nice
2382,Don&#39;t we need to marinate it?
2383,Looks so tasty but. I can&#39;t make it at my home
2384,If anyone made this recipe without instant noodles masala then tell me the taste?
2385,"If I wanted to use instant spices, I would have brought ready mix fried chicken spices 🤦‍♀️🤦‍♀️<br><br>One more f ing clickbait"
2386,THANK YOU SO MUCH
2387,All purpose flour konsa hota hai???<br>Or noddles masla konsa lena hai plz plz tell me
2388,Soya sauce i not applied for KFC
2389,Looks delicious!!
2390,Wft
2391,"OK, I have to say, KFC Extra Crispy recipe has been my favorite fried chicken since it came out, but this does not resemble it. KFC Extra Crispy is <b>not</b> &quot;spicy&quot; and so there are a lot of ingredient here which make this <b>NOT</b> a KFC copycat. So I have to ask... what country serves &quot;Spicy&quot; KFC Crispy chicken? This may be wonderful chicken, but it&#39;s not KFC - at least not the KFC that they serve in the Southern US, where KFC originated."
2392,yummy
2393,Wow wonderful recipe 👌😊 amazing.chiken recipe 👌😊 aaap bhohot aachi recipe karti hai 🙏 God bless you and with family 😊👌
2394,Thank you for this recpie i will try this
2395,ممكن ترجمه عربي
2396,Still not good as the real KFC
2397,Shall we have to put the marinate in the freeze or not
2398,"This recipe is very good ,  my whole family enjoyed it"
2399,Bhai  flour se ye pakode jese ho jata hai mene try kiya hai
2400,Awesome recipe... When I tried it was like outside kfc
2401,"<a href=""https://www.youtube.com/watch?v=3CVDrAkhDmI&amp;t=3m39s"">3:39</a> LOL it sounds so ugly"
2402,Wtf is this no ingredients name 🙄
2403,Music👌👌
2404,Its dont not get crunch please suggest what i have done wrong
2405,Absolutely delicious yummy 😋
2406,all purpose flour
2407,Yesterday i tried dis recipe... It came out awesome....  My children likes very much... Thanku for sharing ur recipe...😍😍😋😋🥳🥳
2408,Frid chikken my fav😋😋
2409,ممكن ترجمه عربي
2410,First..boiled and cooled... Next marinate with &#39;ajinomoto&#39; and then dipped in corn floor and bread crumbs... Then dipp in a hot oil... Taste the taste... It is differ from pure chickem
